StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,cheating_misinfo,headlines_task_1,headlines_task_2,headlines_task_3,headlines_task_4,headlines_task_5,headlines_task_6,headlines_task_7,headlines_task_8,headlines_task_9,headlines_task_10,headlines_task_DO_1,headlines_task_DO_2,headlines_task_DO_3,headlines_task_DO_4,headlines_task_DO_5,headlines_task_DO_6,headlines_task_DO_7,headlines_task_DO_8,headlines_task_DO_9,headlines_task_DO_10,news_trust_1,news_trust_2,news_trust_3,news_trust_4,news_trust_5,news_trust_6,news_trust_DO_1,news_trust_DO_2,news_trust_DO_3,news_trust_DO_4,news_trust_DO_5,news_trust_DO_6,trust_media_1,trust_media_2,trust_media_3,trust_media_4,trust_media_5,trust_media_DO_1,trust_media_DO_2,trust_media_DO_3,trust_media_DO_4,trust_media_DO_5,sm_usage_1,sm_usage_2,sm_usage_DO_1,sm_usage_DO_2,feeling_therm_1,feeling_therm_2,feeling_therm_4,feeling_therm_5,feeling_therm_6,feeling_therm_DO_1,feeling_therm_DO_2,feeling_therm_DO_4,feeling_therm_DO_5,feeling_therm_DO_6,conspiracies_1,conspiracies_2,conspiracies_3,conspiracies_4,conspiracies_DO_1,conspiracies_DO_2,conspiracies_DO_3,conspiracies_DO_4,Misinfo_literacy_1,Misinfo_literacy_2,Misinfo_literacy_3,Misinfo_literacy_4,Misinfo_literacy_5,Misinfo_literacy_6,Misinfo_literacy_DO_1,Misinfo_literacy_DO_2,Misinfo_literacy_DO_3,Misinfo_literacy_DO_4,Misinfo_literacy_DO_5,Misinfo_literacy_DO_6,sm_cynicism_1,sm_cynicism_2,sm_cynicism_3,sm_cynicism_DO_1,sm_cynicism_DO_2,sm_cynicism_DO_3,Pol_cyn_1,ext_media_1,ext_media_1_DO_1,ext_media_1_DO_2,ext_media_1_DO_4,ext_media_1_DO_5,ext_media_2,ext_media_2_DO_1,ext_media_2_DO_2,ext_media_3,att_check,fc_trust,fc_share,fake_news_problem,sm_news_trust_1,sm_news_trust_2,sm_news_trust_3,sm_news_trust_4,sm_news_trust_DO_1,sm_news_trust_DO_2,sm_news_trust_DO_3,sm_news_trust_DO_4,efficacy_1,efficacy_2,efficacy_3,efficacy_DO_1,efficacy_DO_2,efficacy_DO_3,fc_ability_general_1,fc_ability_specific_1,Party_id,Party_id_DO_1,Party_id_DO_2,Party_id_DO_3,Party_id_DO_4,pol_knowledge_1,pol_knowledge_2,info_lookup,fc_experience,fc_bias_1,fc_bias_2,fc_bias_3,fc_bias_4,fc_keep,upload_compliance_t_Id,upload_compliance_t_Name,upload_compliance_t_Size,upload_compliance_t_Type,feedback_open_end_t,upload_compliance_c_Id,upload_compliance_c_Name,upload_compliance_c_Size,upload_compliance_c_Type,feedback_open_end_c,exp,hash,id
2023-06-23T14:40:55Z,2023-06-23T14:51:09Z,IP Address,68.41.117.102,100,613,TRUE,2023-06-23T14:51:11Z,R_33s6PaKtxs1OQ3a,NA,NA,8d8f5ce4d0be804bc33909697e1b8f04,NA,42.3353,-83.2864,anonymous,EN,Yes,Not at all accurate,Not at all accurate,Very accurate,NA,Not at all accurate,Very accurate,Not at all accurate,Very accurate,Somewhat accurate,Very accurate,10,7,8,5,6,2,4,3,9,1,Not at all,Some,Not at all,Not at all,Not at all,Not at all,4,2,6,5,3,1,Not at all,Not at all,Some,Not at all,Not at all,3,2,1,4,5,About once a day,At least 10 times a day,2,1,0,12,0,0,15,1,4,2,3,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1,3,2,4,3,6,5,5,4,5,5,3,4,2,1,6,Somewhat Agree,Somewhat Disagree,Neutral,3,1,2,Quite a few,Not at all,3,4,1,2,Tend to favor one side,1,2,Most of the time,President Obama,Little,A moderate amount,A very big problem,14,27,0,32,3,4,1,2,Strongly agree,Strongly agree,Somewhat disagree,3,1,2,100,67,Democrat,2,3,1,4,Four years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_263CkJMr6a7dvGd,IMG_1388.png,1921500,image/png,Thanks for letting me participate in this very informative and important study,control,8d8f5ce4d0be804bc33909697e1b8f04,1
2023-06-23T14:06:10Z,2023-06-23T14:55:37Z,IP Address,173.75.52.68,100,2966,TRUE,2023-06-23T14:55:39Z,R_3O2LNhjFCiRzB7D,NA,NA,1a3e34ab2d00e92b0cc6f5624ff0a63e,NA,40.3926,-79.9052,anonymous,EN,Yes,Not at all accurate,Somewhat accurate,Very accurate,Not very accurate,Very accurate,Not very accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Not at all accurate,4,2,10,3,7,1,5,6,8,9,Some,A lot,Some,Not too much,Some,Some,6,1,4,5,2,3,Not too much,A lot,Some,Some,Some,5,4,1,3,2,Several times a day,About once a day,2,1,18,86,80,56,79,2,4,3,5,1,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,4,2,1,3,2,5,5,5,6,4,3,1,6,4,2,5,Somewhat Disagree,Neutral,Somewhat Disagree,3,1,2,NA,A lot,1,3,4,2,Deal fairly with all sides,2,1,Most of the time,President Obama,A moderate amount,Little,A moderately big problem,89,67,24,73,3,2,1,4,Somewhat agree,Somewhat agree,Neither agree nor disagree,3,1,2,49,72,Democrat,2,3,1,4,Six years,Twice,No,I liked it a little,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,6,F_a5IRFhS1gOpEWNH,Twitter%206-23-23.png,530348,image/png,None,NA,NA,NA,NA,NA,treatment,1a3e34ab2d00e92b0cc6f5624ff0a63e,1
2023-06-23T14:57:35Z,2023-06-23T15:00:07Z,IP Address,50.27.171.167,100,151,TRUE,2023-06-23T15:00:07Z,R_3EF7bhjzPvd5vwF,NA,NA,7256d02710c8a8e59efc2a07ed46d99b,NA,36.6694,-93.2449,anonymous,EN,Yes,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,4,6,10,7,3,8,2,9,5,1,A lot,A lot,A lot,A lot,A lot,A lot,5,4,3,2,6,1,A lot,A lot,A lot,A lot,A lot,2,5,1,4,3,Several times a day,Several times a day,1,2,99,99,97,99,99,2,3,4,1,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1,2,4,3,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,5,1,2,3,4,6,Strongly Agree,Strongly Agree,Strongly Agree,3,1,2,Quite a few,A lot,1,3,2,4,Deal fairly with all sides,1,2,All the time,President Joe Biden,A great deal,A great deal,Not a problem at all,96,97,99,96,4,3,1,2,Strongly agree,Strongly agree,Strongly agree,2,3,1,100,99,Republican,3,1,2,4,Four years,Four times,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,7256d02710c8a8e59efc2a07ed46d99b,1
2023-06-23T14:50:42Z,2023-06-23T15:00:48Z,IP Address,100.4.199.92,100,605,TRUE,2023-06-23T15:00:50Z,R_1j7WPjH0v1V9fTV,NA,NA,da12e486f9215780a5896142315802dd,NA,42.781,-73.9115,anonymous,EN,Yes,NA,Not at all accurate,NA,NA,NA,Somewhat accurate,Somewhat accurate,NA,NA,Not at all accurate,1,5,9,7,10,4,3,8,2,6,Some,Not too much,Some,Some,Some,Some,3,1,6,2,4,5,Some,Some,Some,I do not know this source,I do not know this source,3,5,4,1,2,About once a day,Several times a day,1,2,80,50,69,68,31,2,4,3,5,1,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,4,1,2,3,5,5,Very likely,6,6,5,3,1,6,5,4,2,Agree,Strongly Agree,Somewhat Agree,3,1,2,Quite a few,Some,3,1,4,2,Tend to favor one side,2,1,About half of the time,President Obama,A lot,None,A very big problem,23,62,21,40,1,4,2,3,Somewhat agree,Somewhat agree,Somewhat agree,1,2,3,72,71,Republican,2,3,1,4,Four years,Twice,No,I liked it a lot,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Extremely likely,F_1dlT2T3fbP2NAFs,Screenshot_20230623_110015_Twitter.jpg,903236,image/jpeg,NA,NA,NA,NA,NA,NA,treatment,da12e486f9215780a5896142315802dd,1
2023-06-23T14:56:32Z,2023-06-23T15:04:30Z,IP Address,155.94.250.87,100,478,TRUE,2023-06-23T15:04:32Z,R_pmd9DZhoOkuNpjH,NA,NA,81dbd69774fec748a621cb2b1ca4148f,NA,32.8137,-96.8704,anonymous,EN,Yes,Very accurate,Not very accurate,Very accurate,Very accurate,Not very accurate,Somewhat accurate,Somewhat accurate,Very accurate,Somewhat accurate,Very accurate,5,9,1,3,4,7,10,8,2,6,A lot,A lot,Some,A lot,A lot,A lot,5,3,4,2,6,1,A lot,A lot,A lot,A lot,A lot,5,1,3,2,4,Several times a day,Several times a day,2,1,81,82,78,90,97,4,2,5,3,1,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,2,1,3,Very likely,6,6,6,Very likely,Very likely,1,2,4,6,5,3,Strongly Agree,Strongly Agree,Strongly Agree,1,2,3,Not very many,A lot,2,1,4,3,Deal fairly with all sides,2,1,Most of the time,President Obama,A lot,A lot,A moderately big problem,93,89,91,97,2,3,4,1,Somewhat agree,Somewhat agree,Somewhat disagree,3,1,2,99,89,Democrat,1,3,2,4,Eight years,Twice,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_21p56qlsOY8JFJ5,Screenshot_20230623-110216_1.png,355748,image/jpeg,Lovely tasks,control,81dbd69774fec748a621cb2b1ca4148f,1
2023-06-23T14:50:21Z,2023-06-23T15:04:53Z,IP Address,174.193.53.73,100,872,TRUE,2023-06-23T15:04:56Z,R_W0NFQpeyEds0BMJ,NA,NA,004aeb4707fdea7c6bb74a64e664a8eb,NA,38.581,-121.4939,anonymous,EN,Yes,NA,Not at all accurate,NA,NA,Not very accurate,Very accurate,NA,NA,Not very accurate,NA,2,9,1,5,4,8,6,10,7,3,A lot,Some,Some,Some,Some,A lot,4,5,2,3,1,6,Not too much,A lot,A lot,Some,Some,5,2,4,1,3,NA,Several times a day,2,1,15,62,76,0,62,5,3,1,4,2,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,2,3,1,4,6,4,6,5,3,6,4,1,2,6,5,3,Somewhat Disagree,Somewhat Agree,Neutral,1,2,3,Not very many,Some,3,2,4,1,Tend to favor one side,1,2,Once in a while,President Obama,A moderate amount,None,A moderately big problem,30,60,54,29,1,3,2,4,Somewhat agree,Somewhat agree,Somewhat disagree,1,3,2,74,35,Democrat,3,2,1,4,Six years,Twice,No,I liked it a little,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,2,F_VPQYngWBjdyuqOJ,93659166-FF27-4D70-A296-E46F54E20727.png,2212585,image/png,NA,NA,NA,NA,NA,NA,treatment,004aeb4707fdea7c6bb74a64e664a8eb,1
2023-06-23T14:57:08Z,2023-06-23T15:08:59Z,IP Address,108.41.204.191,100,710,TRUE,2023-06-23T15:09:01Z,R_2vidLU7HP1mhDdu,NA,NA,27150f249ff96d86a2b7b14827cf334d,NA,40.7123,-74.0068,anonymous,EN,Yes,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Not very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Somewhat accurate,9,1,7,5,8,10,3,2,6,4,A lot,Some,Some,A lot,A lot,A lot,1,5,2,3,6,4,A lot,A lot,I do not know this source,Some,A lot,5,3,1,4,2,At least 10 times a day,At least 10 times a day,1,2,67,92,88,44,90,1,3,5,4,2,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,1,3,4,2,Very likely,5,6,Very likely,6,5,6,1,2,5,3,4,Somewhat Agree,Agree,Neutral,3,1,2,Not very many,A lot,4,2,3,1,Deal fairly with all sides,2,1,Once in a while,President Obama,A great deal,A moderate amount,A moderately big problem,81,83,39,72,4,1,2,3,Somewhat agree,Strongly agree,Strongly agree,1,2,3,50,58,Democrat,2,3,1,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_06qUWvlTIxkIr3r,Screenshot_20230623-110716.jpg,540122,image/jpeg,I really enjoyed this Study and wish to participate in the future. Kudos to the researchers.,control,27150f249ff96d86a2b7b14827cf334d,1
2023-06-23T15:05:30Z,2023-06-23T15:12:04Z,IP Address,162.229.184.187,100,394,TRUE,2023-06-23T15:12:07Z,R_9Rn0INYAGTYKGVr,NA,NA,3db7f86b5988d1a6af224a14249052d2,NA,37.3177,-122.0438,anonymous,EN,Yes,Not at all accurate,Not at all accurate,Not at all accurate,NA,Not at all accurate,NA,NA,NA,NA,NA,10,6,5,9,1,7,3,2,8,4,Not at all,Not at all,Some,Not at all,Not too much,Not too much,2,1,6,4,5,3,Not at all,Some,A lot,A lot,A lot,5,1,4,2,3,Every few weeks,3 to 6 days a week,1,2,0,41,28,0,27,5,1,2,3,4,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,2,4,3,1,Very likely,4,3,Very likely,4,3,4,6,3,5,2,1,Somewhat Agree,Agree,Agree,1,2,3,Quite a few,Not too much,4,2,1,3,Tend to favor one side,1,2,About half of the time,President Obama,Little,None,A very big problem,0,9,0,49,2,1,3,4,Neither agree nor disagree,Somewhat agree,Somewhat agree,3,1,2,49,49,Independent,1,2,3,4,NA,Twice,No,I liked it a little,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,5,F_1Fb60qbZ6W2Zx4P,IMG_7915.png,2989985,image/png,NA,NA,NA,NA,NA,NA,treatment,3db7f86b5988d1a6af224a14249052d2,1
2023-06-23T15:07:56Z,2023-06-23T15:14:11Z,IP Address,107.127.42.53,100,374,TRUE,2023-06-23T15:14:14Z,R_NX8ei68TxIqki89,NA,NA,3ac2cf087b8cf35000d64f13a949485b,NA,40.694,-73.9901,anonymous,EN,Yes,Somewhat accurate,Not at all accurate,Somewhat accurate,Very accurate,Somewhat accurate,Very accurate,Very accurate,Not at all accurate,Very accurate,Not at all accurate,6,4,9,5,8,3,7,1,10,2,Not too much,Not too much,Not too much,Not too much,Not too much,Not too much,6,1,3,4,2,5,Some,Not at all,Not at all,Not at all,Not at all,3,5,1,2,4,Several times a day,About once a day,2,1,100,0,26,100,0,3,5,4,2,1,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,4,1,2,3,3,3,5,5,6,6,4,1,5,2,3,6,Agree,Strongly Agree,Disagree,1,2,3,Quite a few,Not too much,3,2,4,1,Tend to favor one side,1,2,Once in a while,President Trump,Little,A moderate amount,A very big problem,32,25,0,37,1,4,3,2,Strongly agree,Somewhat agree,Somewhat agree,2,1,3,57,67,Republican,2,3,1,4,Four years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_cSxObmA7mohKFOx,Screenshot_20230623_111322_Twitter.jpg,733310,image/jpeg,NA,control,3ac2cf087b8cf35000d64f13a949485b,1
2023-06-23T14:33:37Z,2023-06-23T15:16:40Z,IP Address,172.56.209.122,100,2583,TRUE,2023-06-23T15:16:41Z,R_3s19InUDT6DkBeV,NA,NA,29bfaa16829f1e5b46dc08d7eb976dd0,NA,36.1724,-115.0677,anonymous,EN,Yes,Somewhat accurate,Not at all accurate,Not very accurate,Not at all accurate,Not very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Very accurate,10,9,4,6,5,7,2,1,3,8,Some,Not too much,Some,A lot,A lot,Some,1,3,6,5,4,2,Not too much,Some,Some,Some,A lot,4,5,2,3,1,About once a day,At least 10 times a day,2,1,95,63,51,90,56,3,1,2,4,5,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,4,3,2,1,Very likely,6,Very likely,Very likely,5,Very likely,3,2,4,1,6,5,Somewhat Agree,Strongly Agree,Somewhat Agree,2,3,1,Quite a few,Not too much,2,3,1,4,Tend to favor one side,1,2,Once in a while,President Obama,A great deal,A great deal,A moderately big problem,20,85,10,47,1,3,2,4,Strongly agree,Strongly agree,Somewhat agree,3,1,2,63,72,Republican,3,1,2,4,Six years,Twice,No,I liked it a lot,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Extremely likely,NA,NA,NA,NA,I am happy this study comes to an end today as I will be expecting my rewards independently.,NA,NA,NA,NA,NA,treatment,29bfaa16829f1e5b46dc08d7eb976dd0,1
2023-06-23T15:13:42Z,2023-06-23T15:19:09Z,IP Address,76.20.59.16,100,326,TRUE,2023-06-23T15:19:11Z,R_27asjfsaVoCRZBE,NA,NA,e592b6ad58f937782723f52b29cca338,NA,38.4063,-121.4287,anonymous,EN,Yes,Very accurate,Not very accurate,Very accurate,Somewhat accurate,Not very accurate,Very accurate,Very accurate,Very accurate,Very accurate,Somewhat accurate,6,8,7,10,1,4,9,3,5,2,Some,A lot,Some,Not too much,Not too much,Not too much,5,4,2,1,3,6,A lot,A lot,Not at all,Not at all,Not at all,4,5,2,1,3,At least 10 times a day,At least 10 times a day,1,2,4,99,75,5,89,4,5,1,2,3,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4,2,3,1,5,2,5,6,5,5,6,3,2,1,5,4,Somewhat Agree,Agree,Somewhat Agree,3,1,2,Quite a few,Some,2,3,1,4,Tend to favor one side,2,1,Most of the time,President Obama,Little,Little,A moderately big problem,76,90,73,43,3,1,4,2,Neither agree nor disagree,Somewhat disagree,Somewhat agree,2,1,3,65,58,Democrat,1,3,2,4,Four years,Twice,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_WjoTOpljRvUJntD,Screenshot%202023-06-23%20at%208.18.49%20AM.png,1018956,image/png,NA,control,e592b6ad58f937782723f52b29cca338,1
2023-06-23T14:29:04Z,2023-06-23T15:19:56Z,IP Address,71.251.26.207,100,3052,TRUE,2023-06-23T15:19:59Z,R_Z2HPQ3CFCUsGjrX,NA,NA,514d0b7090c8106c6227cf7f49b197bc,NA,40.5948,-73.9715,anonymous,EN,Yes,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not very accurate,Very accurate,5,9,4,8,10,6,7,1,3,2,Some,Not too much,Not too much,Some,A lot,Not too much,1,5,4,3,6,2,Not too much,A lot,Not at all,A lot,A lot,1,5,2,4,3,Several times a day,Several times a day,1,2,72,73,38,75,61,1,3,4,5,2,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,3,1,4,2,6,Very likely,Very likely,Very likely,6,6,5,2,6,3,1,4,Strongly Agree,Agree,Strongly Agree,1,2,3,Quite a few,Not too much,2,3,4,1,Tend to favor one side,1,2,About half of the time,President Obama,A great deal,A moderate amount,A very big problem,66,96,81,89,3,4,1,2,Somewhat agree,Strongly agree,Somewhat agree,2,1,3,78,92,Republican,1,2,3,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_4PJPotHVps8JL5T,Screenshot_20230623-091434.jpg,840676,image/jpeg,NA,control,514d0b7090c8106c6227cf7f49b197bc,1
2023-06-23T14:40:43Z,2023-06-23T15:21:08Z,IP Address,71.161.198.123,100,2424,TRUE,2023-06-23T15:21:08Z,R_2ToSoCZH5qvTKSi,NA,NA,13df396531a0a19c5fa17ea556b10a84,NA,43.0206,-70.9049,anonymous,EN,Yes,Somewhat accurate,Somewhat accurate,Somewhat accurate,Very accurate,Somewhat accurate,Not very accurate,Very accurate,Somewhat accurate,Very accurate,Somewhat accurate,9,5,6,7,3,4,10,8,1,2,Some,Some,A lot,A lot,Some,Some,5,2,3,4,1,6,A lot,A lot,A lot,A lot,A lot,3,5,1,2,4,At least 10 times a day,Several times a day,1,2,75,68,82,82,83,5,4,2,1,3,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,3,2,4,1,Very likely,6,Very likely,Very likely,6,Very likely,4,2,1,5,3,6,Neutral,Neutral,Neutral,3,1,2,Quite a few,A lot,3,4,1,2,Tend to favor one side,2,1,All the time,President Obama,A lot,A lot,A very big problem,90,95,86,87,4,1,3,2,Strongly agree,Somewhat agree,Somewhat agree,2,3,1,83,75,Democrat,3,2,1,4,Eight years,Four times,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,13df396531a0a19c5fa17ea556b10a84,1
2023-06-23T15:15:04Z,2023-06-23T15:26:03Z,IP Address,50.86.50.141,100,659,TRUE,2023-06-23T15:26:04Z,R_2tzfisafb03YQXd,NA,NA,0ae2774ca1b539946f03be9d6745a9a0,NA,31.716,-89.0734,anonymous,EN,Yes,Not very accurate,Not very accurate,Not very accurate,Not very accurate,Not very accurate,Somewhat accurate,Not very accurate,Somewhat accurate,Not very accurate,Not very accurate,8,4,1,6,3,10,5,9,7,2,A lot,Some,Some,Some,Some,Some,5,1,3,6,2,4,Not too much,Not too much,Not too much,Not too much,Not too much,2,5,1,4,3,At least 10 times a day,At least 10 times a day,1,2,39,72,50,53,68,2,3,4,5,1,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,3,2,4,1,5,5,5,4,4,5,4,1,5,3,2,6,Somewhat Agree,Somewhat Agree,Neutral,1,2,3,Quite a few,Some,3,4,1,2,Deal fairly with all sides,2,1,About half of the time,President Obama,A moderate amount,A moderate amount,A moderately big problem,60,60,60,59,2,1,4,3,Somewhat agree,Somewhat agree,Somewhat agree,1,2,3,50,50,Something else,2,3,1,4,Six years,Four times,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I forgot to add my screenshot, for the final selection on here.",control,0ae2774ca1b539946f03be9d6745a9a0,1
2023-06-23T15:18:14Z,2023-06-23T15:32:03Z,IP Address,98.7.12.49,100,829,TRUE,2023-06-23T15:32:05Z,R_cwEsqoglLe0WIxz,NA,NA,ef44348bb6dad6f29d1edd42b7215b33,NA,40.7123,-74.0068,anonymous,EN,Yes,NA,Not at all accurate,Somewhat accurate,NA,Not very accurate,Somewhat accurate,Somewhat accurate,NA,Somewhat accurate,NA,7,2,10,9,1,8,4,6,5,3,Some,Not too much,Some,Not too much,Some,Some,3,4,1,5,6,2,Not too much,Some,Some,Some,I do not know this source,5,1,3,2,4,Several times a day,About once a day,2,1,43,46,55,0,53,4,2,3,5,1,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,1,3,2,4,Very likely,Very likely,6,Very likely,6,6,6,4,1,5,3,2,Somewhat Agree,Strongly Agree,Agree,2,1,3,Not very many,Not too much,1,2,4,3,Tend to favor one side,1,2,Once in a while,President Obama,A moderate amount,Little,A small problem,51,51,11,29,3,2,1,4,Neither agree nor disagree,Somewhat agree,Somewhat agree,2,1,3,73,53,Democrat,1,2,3,4,Six years,Twice,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_3gOe8TD5xWo3Qdj,Screen%20Shot%202023-06-23%20at%2011.29.21%20AM.png,661304,image/png,"I have to clarify what i cheated on - i couldn't bear to not know for sure the senator term length. So i looked. i may have chosen two - but i don't know why.

I believe news stories are slanted and half truths in a lot of cases. Not necessarily just ""made up"".

I do believe there is a behind the scenes component to everything that happens in this country - maybe the world.

This was fun. Thank you! i hope you get some good results tow work with.",control,ef44348bb6dad6f29d1edd42b7215b33,1
2023-06-23T15:03:40Z,2023-06-23T15:35:57Z,IP Address,155.254.7.28,100,1937,TRUE,2023-06-23T15:36:00Z,R_1MLiVv5ceeDguzu,NA,NA,20c2909830103c2e39f99edc00261125,NA,41.8797,-87.6435,anonymous,EN,Yes,Somewhat accurate,NA,NA,Very accurate,NA,Very accurate,Very accurate,Somewhat accurate,NA,Somewhat accurate,1,2,10,5,9,7,3,6,8,4,Not at all,Some,Not too much,Not at all,Not too much,Not at all,6,4,2,3,5,1,Not at all,Some,Not at all,Not at all,Some,3,5,1,4,2,About once a day,At least 10 times a day,2,1,1,22,19,0,50,5,1,3,4,2,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,2,4,1,3,Very likely,Very likely,Very likely,6,Very likely,6,4,5,3,1,6,2,Strongly Agree,Agree,Agree,3,1,2,Quite a few,Not at all,4,2,3,1,Deal fairly with all sides,1,2,Never,President Obama,A lot,A moderate amount,A small problem,0,42,0,29,1,4,2,3,Strongly agree,Strongly agree,Somewhat agree,3,2,1,0,91,Something else,1,2,3,4,NA,Twice,Yes,I liked it a little,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither likely nor unlikely,F_2qpxLACMaVwoZJR,Screenshot%202023-06-23%20at%2010.35.38%20AM.png,1465212,image/png,NA,NA,NA,NA,NA,NA,treatment,20c2909830103c2e39f99edc00261125,1
2023-06-23T15:29:32Z,2023-06-23T15:42:48Z,IP Address,73.192.69.83,100,796,TRUE,2023-06-23T15:42:50Z,R_1nZcd68tOup3fKj,NA,NA,512eb14179dec793c6ce8b860b4c8306,NA,30.3341,-81.6544,anonymous,EN,Yes,NA,Not at all accurate,NA,Not at all accurate,Not at all accurate,NA,NA,NA,NA,Very accurate,5,6,8,10,4,7,2,1,9,3,Some,Some,Some,Some,Some,Some,5,3,6,4,2,1,Not at all,Some,A lot,A lot,Some,2,3,1,5,4,NA,Several times a day,2,1,0,50,50,0,50,1,3,4,5,2,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,2,3,1,4,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,2,3,4,5,1,6,Somewhat Disagree,Agree,Neutral,2,3,1,Quite a few,Some,3,4,2,1,Deal fairly with all sides,2,1,Once in a while,President Obama,A great deal,A great deal,A very big problem,50,50,50,50,3,4,2,1,Strongly agree,Strongly agree,Strongly agree,2,1,3,96,96,Something else,3,1,2,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_2tbweG9yor385wG,Screenshot%202023-06-23%20114214.png,214434,image/png,NA,control,512eb14179dec793c6ce8b860b4c8306,1
2023-06-23T15:25:54Z,2023-06-23T15:46:23Z,IP Address,76.174.101.51,100,1229,TRUE,2023-06-23T15:46:25Z,R_1lyhaICBc5jvu3H,NA,NA,92c737300eaeb93b4841768841c17546,NA,33.919,-117.2359,anonymous,EN,Yes,Very accurate,Not at all accurate,Not at all accurate,Not at all accurate,Not very accurate,Very accurate,Somewhat accurate,Not at all accurate,Not very accurate,Somewhat accurate,5,2,3,10,8,1,6,4,9,7,Some,A lot,Some,Some,Some,Some,6,4,1,3,5,2,Not too much,Not too much,A lot,A lot,A lot,2,3,1,5,4,Several times a day,Several times a day,2,1,30,0,50,21,0,5,3,1,4,2,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,1,2,3,4,Very likely,Very likely,5,3,5,4,6,5,1,3,4,2,Somewhat Disagree,Agree,Disagree,3,1,2,Quite a few,Not too much,3,4,2,1,Tend to favor one side,2,1,Once in a while,President Obama,A moderate amount,None,A moderately big problem,60,60,10,50,2,4,3,1,Strongly agree,Somewhat agree,Strongly agree,1,3,2,90,90,Independent,1,3,2,4,Six years,Twice,No,I liked it a lot,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,6,F_PXMNhqHkXqKvmbn,twitter.jpg,242114,image/jpeg,NA,NA,NA,NA,NA,NA,treatment,92c737300eaeb93b4841768841c17546,1
