StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,cheating_misinfo,headlines_task_1,headlines_task_2,headlines_task_3,headlines_task_4,headlines_task_5,headlines_task_6,headlines_task_7,headlines_task_8,headlines_task_9,headlines_task_10,headlines_task_DO_1,headlines_task_DO_2,headlines_task_DO_3,headlines_task_DO_4,headlines_task_DO_5,headlines_task_DO_6,headlines_task_DO_7,headlines_task_DO_8,headlines_task_DO_9,headlines_task_DO_10,news_trust_1,news_trust_2,news_trust_3,news_trust_4,news_trust_5,news_trust_6,news_trust_DO_1,news_trust_DO_2,news_trust_DO_3,news_trust_DO_4,news_trust_DO_5,news_trust_DO_6,trust_media_1,trust_media_2,trust_media_3,trust_media_4,trust_media_5,trust_media_DO_1,trust_media_DO_2,trust_media_DO_3,trust_media_DO_4,trust_media_DO_5,sm_usage_1,sm_usage_2,sm_usage_DO_1,sm_usage_DO_2,feeling_therm_1,feeling_therm_2,feeling_therm_4,feeling_therm_5,feeling_therm_6,feeling_therm_DO_1,feeling_therm_DO_2,feeling_therm_DO_4,feeling_therm_DO_5,feeling_therm_DO_6,conspiracies_1,conspiracies_2,conspiracies_3,conspiracies_4,conspiracies_DO_1,conspiracies_DO_2,conspiracies_DO_3,conspiracies_DO_4,Misinfo_literacy_1,Misinfo_literacy_2,Misinfo_literacy_3,Misinfo_literacy_4,Misinfo_literacy_5,Misinfo_literacy_6,Misinfo_literacy_DO_1,Misinfo_literacy_DO_2,Misinfo_literacy_DO_3,Misinfo_literacy_DO_4,Misinfo_literacy_DO_5,Misinfo_literacy_DO_6,sm_cynicism_1,sm_cynicism_2,sm_cynicism_3,sm_cynicism_DO_1,sm_cynicism_DO_2,sm_cynicism_DO_3,Pol_cyn_1,ext_media_1,ext_media_1_DO_1,ext_media_1_DO_2,ext_media_1_DO_4,ext_media_1_DO_5,ext_media_2,ext_media_2_DO_1,ext_media_2_DO_2,ext_media_3,att_check,fc_trust,fc_share,fake_news_problem,sm_news_trust_1,sm_news_trust_2,sm_news_trust_3,sm_news_trust_4,sm_news_trust_DO_1,sm_news_trust_DO_2,sm_news_trust_DO_3,sm_news_trust_DO_4,efficacy_1,efficacy_2,efficacy_3,efficacy_DO_1,efficacy_DO_2,efficacy_DO_3,fc_ability_general_1,fc_ability_specific_1,Party_id,Party_id_DO_1,Party_id_DO_2,Party_id_DO_3,Party_id_DO_4,pol_knowledge_1,pol_knowledge_2,info_lookup,fc_experience,fc_bias_1,fc_bias_2,fc_bias_3,fc_bias_4,fc_keep,upload_compliance_t_Id,upload_compliance_t_Name,upload_compliance_t_Size,upload_compliance_t_Type,feedback_open_end_t,upload_compliance_c_Id,upload_compliance_c_Name,upload_compliance_c_Size,upload_compliance_c_Type,feedback_open_end_c,exp,hash,id
2023-06-23T22:51:33Z,2023-06-23T22:59:07Z,IP Address,23.241.214.60,100,453,TRUE,2023-06-23T22:59:08Z,R_3qvY22zjazVaAJf,NA,NA,90fc3b6b23a7b9205bcff4a60ecebc00,NA,33.8259,-118.2956,anonymous,EN,Yes,Very accurate,Not at all accurate,Very accurate,Not at all accurate,Not at all accurate,Not at all accurate,Very accurate,Not at all accurate,Very accurate,Not at all accurate,5,1,7,6,10,3,4,9,2,8,A lot,Not too much,A lot,A lot,A lot,A lot,4,3,2,1,6,5,A lot,A lot,Not at all,Not at all,Not at all,1,5,3,2,4,Several times a day,Several times a day,1,2,100,4,25,70,30,1,3,5,2,4,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,4,3,1,2,Very likely,Very likely,Very likely,Very likely,6,Very likely,1,4,5,3,6,2,Strongly Disagree,Strongly Disagree,Strongly Disagree,3,1,2,Quite a few,Not at all,1,2,3,4,Tend to favor one side,1,2,About half of the time,President Obama,A moderate amount,Little,A moderately big problem,9,92,37,25,1,3,4,2,Strongly agree,Somewhat agree,Somewhat agree,2,1,3,48,53,Republican,2,1,3,4,Four years,Twice,No,I liked it a lot,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Extremely likely,F_2Cp5KUmCBMoVTqb,Screenshot_20230623_155849_Twitter.jpg,399253,image/jpeg,NA,NA,NA,NA,NA,NA,treatment,90fc3b6b23a7b9205bcff4a60ecebc00,1
2023-06-23T22:53:36Z,2023-06-23T23:00:04Z,IP Address,103.116.244.167,100,387,TRUE,2023-06-23T23:00:06Z,R_1f8I4TXUqQKOM7T,NA,NA,076a8f378bdf0bd737afe986151adff5,NA,22.2578,114.1657,anonymous,EN,Yes,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,1,5,8,4,10,6,9,7,3,2,Not too much,Not too much,Not too much,Not at all,Not too much,Some,2,1,5,4,6,3,Not too much,Some,Some,Not too much,Some,5,2,4,1,3,Several times a day,About once a day,2,1,27,66,61,71,30,3,4,5,1,2,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2,3,4,1,4,3,4,3,4,4,6,1,5,3,2,4,Somewhat Disagree,Somewhat Disagree,Disagree,3,1,2,Not very many,Some,1,2,3,4,Tend to favor one side,1,2,Most of the time,President Obama,A moderate amount,A moderate amount,A moderately big problem,56,41,40,66,2,3,1,4,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2,1,3,58,48,Democrat,3,2,1,4,Eight years,Four times,No,I liked it a lot,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither likely nor unlikely,F_2OGSSCwqbAvtoRV,ADF3D650-AFE8-4F15-892A-3C227516D0CB.jpeg,173018,image/jpeg,na,NA,NA,NA,NA,NA,treatment,076a8f378bdf0bd737afe986151adff5,1
2023-06-23T22:28:35Z,2023-06-23T23:34:09Z,IP Address,72.69.109.174,100,3934,TRUE,2023-06-23T23:34:11Z,R_2qaSKKpvKTo6F4D,NA,NA,043bb1117f7699a44ea892c5f37e05fc,NA,40.5948,-73.9715,anonymous,EN,Yes,Very accurate,Not at all accurate,Somewhat accurate,Somewhat accurate,Not very accurate,NA,Somewhat accurate,Very accurate,Very accurate,Not very accurate,6,4,3,5,9,8,7,2,10,1,Some,Not too much,Some,Not too much,Some,Some,3,2,1,6,5,4,Not at all,Some,Some,Some,Some,3,2,5,4,1,Several times a day,Several times a day,2,1,29,73,37,4,79,3,1,5,4,2,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,3,4,2,1,3,5,4,5,5,4,5,4,6,2,1,3,Somewhat Agree,Agree,Strongly Agree,3,2,1,Not very many,Not too much,2,3,4,1,Tend to favor one side,2,1,Once in a while,President Obama,A lot,A moderate amount,A very big problem,32,65,16,40,2,1,4,3,Somewhat agree,Strongly agree,Somewhat agree,3,1,2,80,85,Democrat,1,2,3,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_31ZYRvUKWp38Lxp,Twitter%20feed.jpg,178885,image/jpeg,NA,control,043bb1117f7699a44ea892c5f37e05fc,1
2023-06-23T23:31:41Z,2023-06-23T23:42:20Z,IP Address,24.4.109.3,100,639,TRUE,2023-06-23T23:42:22Z,R_sciX3UFneHF385j,NA,NA,d513764a0cece739ec94612c626b00c8,NA,37.359,-122.0866,anonymous,EN,Yes,NA,Not at all accurate,NA,NA,NA,Somewhat accurate,NA,Very accurate,Somewhat accurate,NA,10,5,2,3,4,6,8,9,1,7,A lot,Not too much,Some,A lot,Some,A lot,4,6,3,5,2,1,Not at all,Some,A lot,A lot,Some,2,5,4,3,1,1 to 2 days a week,About once a day,2,1,5,83,63,0,76,3,4,1,5,2,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,2,1,4,3,Very likely,5,6,6,3,5,6,2,5,1,3,4,Somewhat Agree,Agree,Agree,1,3,2,Not very many,Some,3,1,4,2,Tend to favor one side,1,2,Never,President Obama,A moderate amount,Little,A moderately big problem,19,45,25,65,1,4,3,2,Somewhat agree,Strongly agree,Somewhat agree,3,2,1,87,80,Democrat,3,1,2,4,Six years,Twice,No,I liked it a little,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,6,F_3j8NPjwT1auniuo,Screenshot%20of%20timeline.png,364035,image/png,Thank you! This was an interesting study,NA,NA,NA,NA,NA,treatment,d513764a0cece739ec94612c626b00c8,1
2023-06-24T00:20:59Z,2023-06-24T00:34:47Z,IP Address,174.210.167.5,100,827,TRUE,2023-06-24T00:34:51Z,R_zZ83vh9hLTDE1kl,NA,NA,63ab78cc9097703500e64697b90ee823,NA,39.1027,-94.5778,anonymous,EN,Yes,NA,NA,NA,Somewhat accurate,NA,NA,NA,NA,NA,NA,9,4,10,2,3,7,8,6,1,5,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5,4,2,3,6,1,Not at all,Not at all,Some,I do not know this source,Some,4,1,2,5,3,Several times a day,Several times a day,1,2,0,0,0,0,0,1,2,5,4,3,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,2,4,3,1,5,6,Very likely,Very likely,5,5,3,5,2,1,4,6,Strongly Agree,Strongly Agree,Strongly Agree,2,3,1,Quite a few,Not at all,4,1,3,2,Tend to favor one side,2,1,About half of the time,President Obama,Little,None,A very big problem,0,0,0,0,1,3,4,2,Strongly disagree,Strongly disagree,Somewhat disagree,3,2,1,94,97,Something else,1,3,2,4,Eight years,NA,No,I liked it a little,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Extremely likely,F_2pXeE5luArj4R6H,BF73BC44-28A5-43B4-A06C-38E83C5E191C.png,3757470,image/png,Thanks!,NA,NA,NA,NA,NA,treatment,63ab78cc9097703500e64697b90ee823,1
2023-06-24T01:14:54Z,2023-06-24T01:28:59Z,IP Address,184.170.174.100,100,845,TRUE,2023-06-24T01:29:02Z,R_ehTcYE4zGTGlitr,NA,NA,9fea5dddf8b09cda07811507218698c0,NA,39.5992,-86.13,anonymous,EN,Yes,NA,Not at all accurate,NA,Not very accurate,NA,Very accurate,NA,NA,NA,Very accurate,8,4,9,1,10,6,3,7,2,5,Some,Some,Some,Some,Some,Some,2,1,6,3,5,4,Not at all,A lot,Some,I do not know this source,A lot,4,2,3,1,5,Several times a day,Several times a day,2,1,2,79,50,1,50,2,5,4,1,3,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,1,2,3,4,Very likely,5,Very likely,Very likely,Very likely,Very likely,2,1,5,3,4,6,Neutral,Neutral,Neutral,1,2,3,NA,Some,3,4,1,2,Tend to favor one side,1,2,Once in a while,President Obama,A lot,A moderate amount,A moderately big problem,50,50,0,50,1,2,4,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2,1,3,96,60,Democrat,2,1,3,4,Two years,NA,Yes,I liked it a little,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Extremely likely,F_paU1qe0NiT7MHrX,IMG_5202.png,3221372,image/png,Next,NA,NA,NA,NA,NA,treatment,9fea5dddf8b09cda07811507218698c0,1
2023-06-24T01:49:49Z,2023-06-24T02:11:24Z,IP Address,71.233.186.133,100,1294,TRUE,2023-06-24T02:11:25Z,R_1NtTN5zsp2bXjXj,NA,NA,e1e8bc4dc48b997197c595f439c74ef0,NA,42.3649,-71.0987,anonymous,EN,Yes,Not at all accurate,Not at all accurate,Not at all accurate,Very accurate,Very accurate,Not at all accurate,Very accurate,Not at all accurate,Not at all accurate,Not at all accurate,8,2,9,10,4,3,1,5,7,6,Some,A lot,Some,A lot,A lot,A lot,6,2,3,1,4,5,A lot,A lot,Some,A lot,Not at all,2,5,1,4,3,At least 10 times a day,At least 10 times a day,1,2,8,96,94,74,93,5,1,3,4,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,4,2,3,1,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,4,1,2,6,5,3,Strongly Disagree,Somewhat Agree,Somewhat Agree,2,3,1,Hardly any,A lot,2,4,1,3,Deal fairly with all sides,1,2,All the time,President Joe Biden,A moderate amount,Little,A moderately big problem,85,87,85,81,4,1,2,3,Strongly agree,Somewhat agree,Strongly agree,1,3,2,96,66,Democrat,2,3,1,4,Four years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,control,e1e8bc4dc48b997197c595f439c74ef0,1
2023-06-24T02:07:02Z,2023-06-24T02:12:34Z,IP Address,99.108.85.227,100,332,TRUE,2023-06-24T02:12:37Z,R_2CH8KubonHerAvc,NA,NA,f7a8234bb05afb03ec5b99e76f71287e,NA,35.6679,-97.4795,anonymous,EN,Yes,Very accurate,Not very accurate,Very accurate,Very accurate,Not very accurate,Very accurate,Very accurate,Somewhat accurate,Not very accurate,Somewhat accurate,3,7,1,9,2,10,6,5,4,8,Some,Some,Not too much,Not at all,Some,A lot,6,2,5,4,1,3,Not at all,Some,A lot,Some,Not at all,2,4,3,5,1,Several times a day,At least 10 times a day,2,1,9,46,50,3,40,2,4,1,3,5,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,2,4,1,3,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,2,1,5,3,6,4,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,2,3,1,Quite a few,Not too much,3,1,4,2,Tend to favor one side,2,1,Never,President Obama,A lot,A moderate amount,A moderately big problem,9,56,70,30,1,3,4,2,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,2,3,37,38,Democrat,1,3,2,4,Four years,Twice,No,I liked it a lot,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,5,F_2s6inGwODuUV5P5,A5DDDDDA-F08D-44CA-9F2E-18A7640CC4D5.png,2131225,image/png,Next,NA,NA,NA,NA,NA,treatment,f7a8234bb05afb03ec5b99e76f71287e,1
2023-06-24T02:49:44Z,2023-06-24T03:31:40Z,IP Address,97.98.84.202,100,2515,TRUE,2023-06-24T03:31:43Z,R_2awqruOcTXVOfIN,NA,NA,0c11e5f21ea274bfebf618db034f06d9,NA,27.8011,-97.3994,anonymous,EN,Yes,NA,Not at all accurate,NA,NA,NA,Very accurate,NA,Somewhat accurate,NA,Not at all accurate,4,6,3,1,5,2,10,8,9,7,Some,Not at all,Not too much,Not too much,A lot,Some,1,5,3,4,6,2,Some,Not too much,A lot,A lot,A lot,2,4,1,3,5,About once a day,Several times a day,2,1,80,10,61,41,0,2,4,3,5,1,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,4,2,3,1,Very likely,4,Very likely,Very likely,5,Not at all likely,2,6,1,4,3,5,Agree,Strongly Agree,Strongly Agree,1,3,2,Quite a few,Some,3,4,2,1,Tend to favor one side,1,2,Once in a while,President Obama,A moderate amount,None,A very big problem,23,42,2,56,4,2,3,1,Somewhat agree,Strongly agree,Strongly agree,2,1,3,86,78,Republican,3,2,1,4,NA,Twice,No,I liked it a lot,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,6,F_3Hn6jGmPtiHAwbX,IMG_0310.png,1621043,image/png,NA,NA,NA,NA,NA,NA,treatment,0c11e5f21ea274bfebf618db034f06d9,1
2023-06-24T04:32:32Z,2023-06-24T04:42:46Z,IP Address,72.50.201.116,100,614,TRUE,2023-06-24T04:42:48Z,R_2WvYuswbV2mruUz,NA,NA,eea5645277531b46a2d6fe3fbdcf218a,NA,44.9834,-93.262200000000007,anonymous,EN,Yes,NA,Not at all accurate,NA,NA,Not at all accurate,Somewhat accurate,NA,Not at all accurate,NA,Not at all accurate,10,9,3,7,1,5,8,2,6,4,A lot,Some,A lot,Not too much,Some,A lot,5,6,2,1,4,3,Not too much,Some,Some,Some,Not at all,5,2,3,4,1,About once a day,At least 10 times a day,2,1,0,67,68,0,50,4,2,5,1,3,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,1,4,3,2,3,4,5,Very likely,Not at all likely,Very likely,3,2,1,5,4,6,Somewhat Agree,Agree,Somewhat Agree,2,3,1,Quite a few,Some,3,2,4,1,Tend to favor one side,2,1,Never,President Obama,Little,Little,A moderately big problem,16,58,12,17,1,4,2,3,Somewhat agree,Somewhat agree,Strongly agree,2,1,3,75,57,Democrat,1,2,3,4,Six years,Twice,No,I disliked it a little,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,2,F_uqZlSbbQwiejSM1,Screenshot_20230623-234057.png,173653,image/png,'@VerifyThis flooded the fact check timeline more than snopes or politifact with not really useful information and I felt made it useless.,NA,NA,NA,NA,NA,treatment,eea5645277531b46a2d6fe3fbdcf218a,1
2023-06-24T05:57:27Z,2023-06-24T06:03:16Z,IP Address,166.199.151.40,100,349,TRUE,2023-06-24T06:03:18Z,R_XA4Ix8mnAsrm1Hj,NA,NA,466bb3d3214d81650ec7b1281d0f454e,NA,34.074,-118.2611,anonymous,EN,Yes,Somewhat accurate,Not at all accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Not very accurate,Very accurate,Very accurate,Somewhat accurate,10,1,6,9,5,2,7,3,8,4,Not too much,Some,Some,Some,Some,Some,6,1,4,2,3,5,Not at all,A lot,A lot,A lot,A lot,1,2,3,4,5,Several times a day,At least 10 times a day,2,1,48,75,57,0,73,5,1,3,2,4,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,1,2,3,4,6,5,5,4,4,4,5,6,2,1,4,3,Neutral,Somewhat Agree,Somewhat Agree,2,3,1,Quite a few,A lot,4,3,1,2,Tend to favor one side,1,2,About half of the time,President Obama,A moderate amount,A moderate amount,A moderately big problem,60,60,6,55,4,2,3,1,Somewhat agree,Somewhat agree,Somewhat agree,1,3,2,56,65,Democrat,2,1,3,4,Four years,Twice,No,I liked it a lot,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,5,F_2qEQXKQOd3iUKFI,Screenshot_20230623_230232_Chrome.jpg,669971,image/jpeg,NA,NA,NA,NA,NA,NA,treatment,466bb3d3214d81650ec7b1281d0f454e,1
2023-06-24T13:47:53Z,2023-06-24T15:17:04Z,IP Address,69.203.154.236,100,5350,TRUE,2023-06-24T15:17:07Z,R_zVkcY7kOzjqzGAV,NA,NA,56a787928c8d021eb10e07fb37bade09,NA,40.6994,-73.8883,anonymous,EN,Yes,NA,Not at all accurate,NA,NA,NA,NA,NA,NA,NA,Not very accurate,10,1,5,3,2,8,4,9,6,7,A lot,Some,A lot,Some,A lot,A lot,6,2,3,1,5,4,Not too much,A lot,I do not know this source,I do not know this source,I do not know this source,3,5,4,2,1,Every few weeks,Several times a day,1,2,30,75,84,10,70,3,2,5,4,1,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,3,1,2,4,5,4,6,5,5,5,3,6,1,5,2,4,Somewhat Disagree,Somewhat Agree,Disagree,3,2,1,Quite a few,Some,2,4,3,1,Tend to favor one side,2,1,Never,President Obama,A moderate amount,None,A small problem,34,49,30,37,3,4,2,1,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,3,2,1,76,41,Democrat,3,2,1,4,Six years,Twice,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_b7yQPIthz5n8v4Z,Screen%20Shot%202023-06-24%20at%2011.16.49%20AM.png,1360716,image/png,NA,control,56a787928c8d021eb10e07fb37bade09,1
2023-06-24T17:25:12Z,2023-06-24T17:34:12Z,IP Address,68.174.155.197,100,539,TRUE,2023-06-24T17:34:14Z,R_vxJbGPeEU9otnb3,NA,NA,f630a4981c0afef135dc6296b3c5aa63,NA,40.7503,-74.0014,anonymous,EN,Yes,NA,Not very accurate,NA,NA,NA,NA,NA,NA,NA,NA,8,3,10,2,6,1,7,9,5,4,Not too much,Not too much,Not too much,Not too much,Not too much,Not too much,4,3,1,2,6,5,Not too much,Not at all,Not at all,Not at all,Not at all,1,5,3,4,2,About once a day,About once a day,2,1,50,19,22,50,18,3,5,1,2,4,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2,1,3,4,Very likely,4,4,Very likely,4,4,1,5,3,2,4,6,Neutral,Neutral,Neutral,3,1,2,Quite a few,Some,4,1,3,2,Tend to favor one side,2,1,Once in a while,President Obama,Little,Little,A moderately big problem,17,39,0,0,1,2,4,3,Somewhat agree,Somewhat agree,Neither agree nor disagree,2,1,3,61,40,Republican,2,1,3,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_3CJXL2AanG4HlGy,IMG_7289.png,1778262,image/png,NA,control,f630a4981c0afef135dc6296b3c5aa63,1
2023-06-24T18:18:53Z,2023-06-24T18:24:09Z,IP Address,206.54.194.188,100,316,TRUE,2023-06-24T18:24:11Z,R_DHI3BaUEMSx5UTD,NA,NA,7b14c9223d20d997519e63b529d278cb,NA,29.6654,-95.7245,anonymous,EN,Yes,Not very accurate,Not at all accurate,Somewhat accurate,Not very accurate,Not at all accurate,Not very accurate,Very accurate,Very accurate,Somewhat accurate,Not at all accurate,3,5,9,1,2,6,8,4,7,10,A lot,Not too much,Some,Not too much,Some,Some,6,3,2,4,5,1,Not at all,Some,A lot,Some,I do not know this source,1,5,3,2,4,1 to 2 days a week,About once a day,1,2,0,37,38,0,19,3,1,4,5,2,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,3,2,1,4,2,3,Very likely,5,5,3,4,2,6,1,5,3,Somewhat Agree,Somewhat Agree,Somewhat Disagree,1,2,3,Quite a few,A lot,4,2,3,1,Tend to favor one side,1,2,Never,President Obama,A moderate amount,None,A very big problem,32,80,0,58,3,4,2,1,Strongly agree,Somewhat agree,Somewhat agree,3,1,2,100,32,Independent,2,1,3,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_24eYLZyQKKNjpwp,652F7666-03C7-4E52-BF5B-C92E0669798E.png,617808,image/png,NA,control,7b14c9223d20d997519e63b529d278cb,1
2023-06-24T18:47:29Z,2023-06-24T18:53:30Z,IP Address,64.127.132.107,100,360,TRUE,2023-06-24T18:53:32Z,R_2h08BkX8FKPZxC1,NA,NA,43e82ce8b185bc61ca7742319e8c0b38,NA,34.953,-91.8989,anonymous,EN,Yes,NA,Not very accurate,NA,NA,Somewhat accurate,NA,NA,NA,Not at all accurate,NA,2,6,7,8,3,10,9,5,4,1,Not too much,Some,A lot,Not too much,Some,Some,6,4,2,5,1,3,A lot,Some,Not too much,Some,Not too much,2,1,5,3,4,At least 10 times a day,At least 10 times a day,2,1,88,19,33,88,4,5,3,1,4,2,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,3,2,4,1,Very likely,Very likely,Very likely,6,5,5,2,4,5,6,3,1,Strongly Agree,Somewhat Agree,Agree,2,1,3,Quite a few,Some,1,4,3,2,Tend to favor one side,2,1,About half of the time,President Obama,Little,Little,A moderately big problem,32,30,33,32,2,4,3,1,Neither agree nor disagree,Somewhat agree,Somewhat agree,2,3,1,82,82,Republican,1,3,2,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_3h9qccmON6fx5TQ,Screenshot_20230624_135314_Twitter.jpg,239634,image/jpeg,NA,control,43e82ce8b185bc61ca7742319e8c0b38,1
2023-06-24T19:01:01Z,2023-06-24T19:07:25Z,IP Address,166.199.98.12,100,383,TRUE,2023-06-24T19:07:27Z,R_xFTbYQdz2qigZd7,NA,NA,09c74663c37ef5575ddb71b9818e5679,NA,39.9587,-82.9987,anonymous,EN,Yes,Not very accurate,Not at all accurate,Not very accurate,Not very accurate,Not at all accurate,Not very accurate,Not very accurate,Not very accurate,Not very accurate,Not very accurate,4,7,9,2,8,10,1,5,3,6,A lot,A lot,Some,A lot,A lot,A lot,5,2,4,1,3,6,Not at all,A lot,A lot,A lot,Not too much,4,1,5,2,3,At least 10 times a day,At least 10 times a day,2,1,0,95,76,0,100,2,3,4,5,1,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,2,4,1,3,6,4,6,5,4,6,6,2,1,5,4,3,Neutral,Somewhat Agree,Somewhat Agree,1,3,2,Not very many,Not too much,3,2,1,4,Tend to favor one side,1,2,About half of the time,President Obama,A moderate amount,A lot,A moderately big problem,100,78,100,74,2,3,1,4,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,1,2,74,74,Democrat,3,1,2,4,Six years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_XoGqls4QJRVbj1v,Screenshot%202023-06-24%20at%203.06.41%20PM.pdf,146564,application/pdf,NA,control,09c74663c37ef5575ddb71b9818e5679,1
2023-06-24T02:48:54Z,2023-06-24T21:11:58Z,IP Address,68.198.151.23,100,66184,TRUE,2023-06-24T21:12:00Z,R_2YJ3EZodLpqJrJm,NA,NA,dc57ab97d8b720530680916b1190a9f6,NA,40.8599,-73.1148,anonymous,EN,Yes,Very accurate,Not at all accurate,Somewhat accurate,Very accurate,Not very accurate,Very accurate,Very accurate,Not very accurate,Very accurate,Very accurate,10,7,9,4,1,8,6,5,2,3,A lot,Some,Some,A lot,A lot,A lot,6,3,1,4,5,2,A lot,A lot,Not too much,I do not know this source,I do not know this source,1,3,2,4,5,Several times a day,Several times a day,2,1,88,89,81,19,74,2,4,3,1,5,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,1,4,3,2,Very likely,Very likely,Very likely,5,Very likely,6,1,5,2,3,6,4,Agree,Strongly Agree,Somewhat Agree,3,1,2,Quite a few,A lot,4,3,1,2,Deal fairly with all sides,2,1,Once in a while,President Obama,A lot,Little,A very big problem,81,88,7,69,2,3,1,4,Strongly agree,Somewhat agree,Strongly agree,3,1,2,72,72,Independent,1,2,3,4,Eight years,Twice,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F_27lYM6NR5WWisC7,Screenshot_20230623-225936_Twitter.jpg,458163,image/jpeg,NA,control,dc57ab97d8b720530680916b1190a9f6,1
2023-06-24T21:02:10Z,2023-06-24T21:16:30Z,IP Address,98.198.200.153,100,859,TRUE,2023-06-24T21:16:32Z,R_2BycqWuX2mQ4WOy,NA,NA,ef07563dcbf5edd0cc713fab1b984388,NA,29.7912,-95.4182,anonymous,EN,Yes,Somewhat accurate,Not at all accurate,Not at all accurate,NA,Not at all accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Somewhat accurate,Not very accurate,6,1,2,7,9,10,4,3,5,8,Some,Not too much,A lot,Not too much,Not too much,A lot,5,2,4,3,1,6,Not at all,A lot,Some,Some,Some,2,3,4,5,1,3 to 6 days a week,3 to 6 days a week,2,1,8,60,44,0,52,5,1,3,4,2,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,3,1,2,4,6,6,6,5,5,6,3,5,6,2,1,4,Strongly Agree,Strongly Agree,Strongly Agree,2,1,3,Quite a few,Not too much,1,2,3,4,Tend to favor one side,2,1,About half of the time,President Obama,Little,None,A very big problem,16,25,6,16,2,4,3,1,Neither agree nor disagree,Somewhat agree,Somewhat agree,3,2,1,69,55,Democrat,2,1,3,4,Six years,Twice,Yes,I liked it a little,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,5,F_1rqfdSRcLISuvEK,IMG_6ABB638A5941-1.jpeg,1278779,image/jpeg,Thanks,NA,NA,NA,NA,NA,treatment,ef07563dcbf5edd0cc713fab1b984388,1
